Country,Year,PM2.5,PM10,NO2,Depression (%),Anxiety disorders (%),PM2.5/NO2 Ratio,Pollution Category,Depression Change (%),Anxiety Change (%)
Poland,2013,24.48269841269841,32.988957055214726,16.83212962962963,2.2738,3.462549,1.4545217361920426,Medium,-0.00934999999999997,0.0008250000000002977
Poland,2014,24.815303030303028,34.51909677419355,16.70656862745098,2.268372,3.462358,1.4853620503212361,Medium,-0.0054280000000002104,-0.00019100000000005224
Poland,2015,23.29514285714286,32.82601226993865,16.503333333333334,2.263833,3.461991,1.4115416798915084,Medium,-0.004538999999999849,-0.00036700000000022825
Poland,2016,22.398028169014083,31.040853658536584,16.367064220183487,2.257029,3.461527,1.3684817183886497,Medium,-0.00680399999999981,-0.00046400000000001995
Poland,2017,22.8744,31.740173410404623,16.223963963963964,2.250472,3.461075,1.409914374243417,Medium,-0.006557000000000368,-0.0004519999999996749
Portugal,2010,8.046,24.16744186046512,21.375652173913043,4.774924,5.371129,0.3764095679765682,Low,,
Portugal,2013,6.382857142857143,20.347727272727276,14.8725,4.675021,5.375392,0.42917176956511294,Low,-0.0999030000000003,0.004262999999999906
Portugal,2014,7.62,18.33242424242424,12.986,4.622827,5.377254,0.5867857692900046,Low,-0.052194000000000074,0.0018620000000000303
Portugal,2015,9.849285714285717,20.24897435897436,15.911081081081084,4.561403,5.37913,0.6190205218674244,Low,-0.0614239999999997,0.0018760000000002108
Portugal,2016,7.197692307692307,17.984473684210524,14.715714285714284,4.494714,5.380981,0.48911606789482726,Low,-0.06668900000000022,0.001851000000000269
Portugal,2017,9.309166666666666,20.278,18.275172413793104,4.421461,5.383261,0.5093887190711599,Low,-0.07325300000000023,0.0022799999999998377
Qatar,2017,44.0,148.0,29.0,3.482327,4.336059,1.5172413793103448,High,,
Romania,2010,15.781578947368422,25.577894736842108,21.23,2.331447,3.235208,0.7433621736866897,Medium,,
Romania,2013,16.054,24.576666666666668,20.75354838709677,2.335909,3.233888,0.7735544640636658,Medium,0.004462000000000188,-0.00132000000000021
Romania,2014,14.504285714285714,22.85275,17.030625,2.340368,3.232604,0.8516590386016787,Medium,0.004458999999999769,-0.0012840000000000629
Romania,2015,16.768333333333334,24.475405405405407,16.298846153846153,2.343899,3.230996,1.0288049334937979,Medium,0.003531000000000173,-0.0016079999999996097
Romania,2016,16.232499999999998,22.267096774193547,18.616666666666667,2.350485,3.229223,0.8719337511190688,Medium,0.006585999999999981,-0.0017730000000000246
Romania,2017,19.14333333333333,24.52824561403509,18.98445945945946,2.359174,3.227186,1.0083686277301254,Medium,0.008688999999999947,-0.0020370000000000665
Senegal,2013,30.0,130.0,36.16,3.298502,2.891473,0.8296460176991152,Medium,,
Senegal,2014,25.0,125.0,34.19,3.314314,2.892787,0.7312079555425564,Medium,0.015811999999999937,0.0013140000000002594
Senegal,2015,33.0,145.0,19.6,3.329605,2.894516,1.683673469387755,Medium,0.015290999999999944,0.0017289999999996475
Senegal,2016,29.42,132.86,20.33,3.34987,2.89667,1.4471224790949337,Medium,0.0202650000000002,0.0021539999999999893
Senegal,2017,19.86,143.31,22.1,3.370497,2.899331,0.8986425339366515,Medium,0.02062699999999973,0.0026610000000002465
Serbia,2016,22.67,30.136666666666667,20.242,2.574493,3.405636,1.1199486216777,Medium,,
Singapore,2014,18.0,30.0,24.0,3.421481,3.72849,0.75,Medium,,
Slovakia,2010,21.6535,33.88423076923077,28.843,2.42896,3.451354,0.7507367472176958,Medium,,
Slovakia,2014,19.21333333333333,26.857222222222223,18.735714285714288,2.408812,3.449012,1.0254924386834412,Medium,-0.020147999999999833,-0.002341999999999622
Slovakia,2015,18.6575,27.49714285714285,26.593333333333334,2.406614,3.447717,0.7015856104286788,Medium,-0.0021980000000003663,-0.0012950000000002682
Slovakia,2016,14.9125,22.46666666666667,19.11647058823529,2.403851,3.446144,0.7800864668594991,Medium,-0.002762999999999849,-0.0015730000000000466
Slovakia,2017,19.038888888888888,26.538888888888888,19.979,2.401999,3.444251,0.9529450367330141,Medium,-0.0018519999999999648,-0.0018929999999999225
Slovenia,2010,18.69666666666667,28.53090909090909,22.098750000000003,2.960118,3.459694,0.8460508701472557,Medium,,
Slovenia,2013,17.143333333333334,24.950714285714287,21.023333333333333,2.906482,3.455844,0.8154431583954337,Medium,-0.05363600000000002,-0.003849999999999909
Slovenia,2014,15.066666666666665,22.395,19.014444444444443,2.891008,3.454426,0.7923800619412142,Medium,-0.01547400000000021,-0.0014179999999996973
Slovenia,2015,17.643333333333334,25.925714285714285,20.752222222222223,2.879148,3.45308,0.8501900733522515,Medium,-0.011859999999999982,-0.0013460000000002914
Slovenia,2016,17.383333333333333,23.70785714285714,19.354444444444443,2.86876,3.451553,0.8981571846833918,Medium,-0.010387999999999842,-0.001526999999999834
Slovenia,2017,16.53,24.61357142857143,22.384444444444444,2.863278,3.449773,0.7384592474932989,Medium,-0.005481999999999765,-0.0017800000000001148
South Africa,2010,34.697500000000005,42.53833333333333,38.86,3.69995,3.995125,0.8928847143592384,Medium,,
South Africa,2011,47.825,39.592,21.346666666666664,3.699571,3.99337,2.240396627108058,High,-0.00037899999999968514,-0.001754999999999729
South Africa,2012,27.28857142857143,53.39,22.98,3.700294,3.99189,1.1874922292676862,Medium,0.0007229999999998071,-0.0014799999999999258
South Africa,2013,24.225,41.248000000000005,30.05875,3.703193,3.990827,0.80592173659916,Medium,0.002899000000000207,-0.0010630000000002582
South Africa,2014,21.80333333333333,41.491,25.60666666666667,3.70879,3.990247,0.8514709711012756,Medium,0.005596999999999852,-0.0005799999999998029
South Africa,2015,19.3625,35.33111111111111,23.5,3.717595,3.990262,0.823936170212766,Medium,0.008805000000000174,1.4999999999876223e-05
South Africa,2016,22.85375,44.23090909090909,29.66111111111111,3.729763,3.991029,0.770495411125679,Medium,0.012167999999999957,0.0007670000000001842
South Africa,2017,15.886,31.282,20.183333333333334,3.745871,3.99283,0.787085053674649,Medium,0.01610800000000001,0.0018009999999999415
Spain,2010,9.866119402985074,21.75533039647577,18.09382838283829,3.454534,5.271059,0.5452753941417358,Low,,
Spain,2013,8.446447368421053,18.33470873786408,15.800357142857145,3.480882,5.275748,0.5345731930014905,Low,0.026347999999999594,0.004688999999999943
Spain,2014,8.469135802469136,18.734103773584906,15.480899653979238,3.49155,5.277069,0.5470700018582069,Low,0.010668000000000344,0.0013209999999999056
Spain,2015,9.496781609195402,20.3142523364486,16.832926829268292,3.506859,5.278341,0.5641788683286408,Low,0.015308999999999795,0.0012720000000001619
Spain,2016,8.35840909090909,18.64212962962963,15.606470588235291,3.522661,5.279232,0.5355733087537392,Low,0.01580199999999987,0.0008910000000001972
Spain,2017,9.550217391304349,20.3150462962963,16.50164948453608,3.538359,5.280279,0.5787431977787425,Low,0.01569799999999999,0.001046999999999798
Sweden,2010,7.445555555555556,17.247307692307693,20.39055555555556,4.554698,5.307457,0.36514726316649854,Low,,
Sweden,2013,6.3775,17.93375,17.69962962962963,4.533727,5.301412,0.36031827407980915,Low,-0.020971000000000295,-0.0060450000000003
Sweden,2014,8.085,17.503461538461536,15.652941176470586,4.524133,5.299064,0.5165163472378806,Low,-0.00959399999999988,-0.0023479999999995727
Sweden,2015,6.3853333333333335,15.10206896551724,14.02742857142857,4.513444,5.297058,0.45520341100429096,Low,-0.01068900000000017,-0.0020060000000006184
Sweden,2016,5.863684210526316,13.97809523809524,14.76288888888889,4.50042,5.295184,0.39719083809806,Low,-0.013023999999999702,-0.0018739999999999313
Sweden,2017,5.022,13.711666666666666,14.239583333333334,4.487911,5.293837,0.35267885881492317,Low,-0.01250899999999966,-0.001346999999999987
Switzerland,2011,14.577777777777776,20.764814814814816,25.14820224719101,3.769659,5.353578,0.5796747471046793,Medium,,
Switzerland,2012,12.733333333333333,17.846913580246913,24.236704545454543,3.755501,5.353,0.5253739554176063,Medium,-0.01415799999999967,-0.0005779999999999674
Switzerland,2013,14.046153846153846,18.128773584905662,24.569375,3.743814,5.35321,0.5716935756873688,Medium,-0.011687000000000225,0.00021000000000004349
Switzerland,2014,8.977777777777778,14.95888888888889,23.23872093023256,3.731711,5.354199,0.3863283958153687,Low,-0.012103000000000197,0.0009890000000005728
Switzerland,2015,11.447333333333336,16.563469387755102,23.96019230769231,3.721917,5.355516,0.4777646684270653,Low,-0.009793999999999858,0.0013169999999993465
Switzerland,2016,10.22375,14.366458333333334,22.4299,3.714226,5.357419,0.45580898711095463,Low,-0.007690999999999892,0.0019030000000004321
Switzerland,2017,11.481851851851852,14.603365384615383,22.491904761904763,3.70806,5.359393,0.510488194459147,Low,-0.006165999999999894,0.0019739999999996982
Thailand,2015,27.87,39.845,19.47,3.085864,3.324273,1.4314329738058553,Medium,,
Trinidad and Tobago,2016,11.9,25.2,13.3,3.33339,4.629343,0.8947368421052632,Low,,
Trinidad and Tobago,2017,14.7,26.575000000000003,8.0,3.329938,4.629351,1.8375,Medium,-0.0034520000000002327,7.999999999341867e-06
Turkey,2016,23.010625,51.20863636363636,32.3675,3.721385,3.911946,0.7109175870858114,Medium,,
Turkey,2017,25.145,50.28619565217391,30.5114,3.718658,3.9134,0.8241181984438604,Medium,-0.002727000000000146,0.0014540000000002884
United Arab Emirates,2017,32.79,116.5225,44.042,2.877426,4.263912,0.7445165977930157,Medium,,
United Kingdom,2010,12.457954545454545,18.40081081081081,28.320138888888888,4.126807,4.668295,0.4398973675352381,Medium,,
United Kingdom,2013,12.167962962962964,17.77,24.03494252873563,4.125825,4.662206,0.506261371268736,Medium,-0.0009820000000004825,-0.006088999999999345
United Kingdom,2014,11.78078431372549,16.56477272727273,23.699634146341467,4.125316,4.659356,0.497087180375065,Low,-0.0005090000000000927,-0.0028500000000004633
United Kingdom,2015,9.73206896551724,15.437446808510638,22.853736263736263,4.124435,4.656279,0.425841484001014,Low,-0.0008809999999996876,-0.0030770000000002184
United Kingdom,2016,9.798867924528302,16.059302325581395,25.041685393258422,4.122485,4.653107,0.3913022534484159,Low,-0.0019499999999998963,-0.0031719999999992865
United Kingdom,2017,9.063207547169812,14.619347826086956,22.74113402061856,4.119524,4.649861,0.39853806494225535,Low,-0.0029609999999999914,-0.0032460000000007483
